F0,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,F61,F62,F63,F64,F65,F66,F67,F68,F69,F70,F71,F72,F73,F74,F75,F76,F77,F78,F79,F80,F81,F82,F83,F84,F85,F86,F87,F88,F89,F90,F91,F92,F93,F94,F95,F96,F97,F98,F99,F100,F101,F102,F103,F104,F105,F106,F107,F108,F109,F110,F111,F112,F113,F114,F115,F116,F117,F118,F119,F120,F121,F122,F123,F124,F125,F126,F127,F128,F129,F130,F131,F132,F133,F134,F135,F136,F137,F138,F139,F140,F141,F142,F143,F144,F145,F146,F147,F148,F149,F150,F151,F152,Positive,Nagetive
222,804,3516,16890,604,2240,9788,2064,7650,8092,222,-177684,142215036,-113826807318,-133484,106837760,-85511038612,80261584,-64239699742,-48260133092,3778942.199941498,114264236.17531845,127484582536.29526,16828076952249.422,114264236.17531845,11923400646.714342,949554911952.3975,127484582536.29527,949554911952.3975,16828076952249.422,8,0,0,0,1,2,0,3,6,3,0,0,3,0,0,2,0,1,0,0,0,2004,13623,136727,1503771,18220,116441,1140345,213430,1343181,2881594,2004,-27286869,371543566985,-5059013496961359,-36494660,496918658561,-6766145582607461,664600950230,-9049340581236949,-12102988623450206,2.420618829357587e+24,1.141129837482112e+27,7.345068670317973e+31,-4.7911952776789344e+35,1.141129837482112e+27,3.96973363786051e+30,-1.7131323478748193e+34,7.345068670317974e+31,-1.7131323478748193e+34,-4.7911952776789344e+35,143,0,0,0,6,20,0,41,87,59,0,0,62,0,0,5,0,12,0,0,0,813,8527,109811,1612063,4664,52889,723777,15746,326629,-390154,813,-6923924,58967700030,-502199453401358,-3787168,32253464497,-274687136009093,17641614402,-150245052083625,-82179181332826,9.820175190956676e+23,1.266381363034713e+27,1.312201323886681e+31,2.3268610677786126e+35,1.266381363034713e+27,8.422278513016073e+29,4.597626741880813e+34,1.3122013238866806e+31,4.597626741880813e+34,2.326861067778613e+35,97,0,0,0,24,40,0,49,93,31,0,0,28,0,0,55,0,18,0,0,0,1,0
4921,58400,905582,15863684,56531,673982,10456606,844351,10056422,14096513,4921,-287328000,16776545545582,-979551188914102716,-278132520,16239638431582,-948202172580577036,15719914578510,-917856455545358062,-888481927320495768,3.0076865375199307e+27,4.508440414989606e+29,1.8097024096145676e+35,-2.2831838276191106e+39,4.5084404149896116e+29,9.420002160149496e+33,-1.6281399102886783e+38,1.809702409614568e+35,-1.6281399102886783e+38,-2.2831838276191106e+39,39,23,25,48,18,28,21,8,25,47,12,9,26,21,45,28,25,33,9,11,0,2134455,21162117,281079725,4222184565,22453915,218739705,2878861501,308033267,2975888613,4744037983,2134455,-45169565279118,955883177440917930842,-20228502162207549507002227986,-47926848687410,1014233104192109248620,-21463309560544123494731333464,1076144882466974916192,-22773493242247046292332564676,-24163654397835611465042198432,2.57819459252318e+27,3.1766166136292585e+29,9.72797452106443e+34,-9.593200847640427e+38,3.176616613629264e+29,5.198176641032889e+33,-7.159128047189947e+37,9.72797452106443e+34,-7.159128047189948e+37,-9.593200847640427e+38,9278,4555,6914,11530,4649,8289,6267,2543,5453,11821,3001,1560,5925,5487,10299,7798,5727,8681,2223,3751,0,2079874,20252842,265800164,3915972214,21245725,203030333,2640525187,287187233,2722060641,4403801731,2079874,-42123339249066,853116924146389068772,-17278033965011260520382878298,-44188409792925,894940451481254172733,-18125078848747582171325408385,938814351267247907233,-19013649581812051163071122145,-19945781943176552610980231919,2.5122665504447505e+27,4.962890777693947e+29,9.184767653550988e+34,-8.804939030161863e+38,4.9628907776939445e+29,5.1378547127002406e+33,-6.3589323692805585e+37,9.184767653550988e+34,-6.3589323692805585e+37,-8.804939030161865e+38,10300,6991,5636,12566,4387,5767,4275,1473,7097,11773,3023,2958,7127,5055,12291,6258,6823,7885,2295,1771,0,0,1
2884,24949,286091,3702781,25259,219327,2537153,284861,2461869,3599189,2884,-71927967,1793908682173,-44740712413257765,-72821697,1816198550989,-45296627814200641,1838765512303,-45859453955793195,-46429276788821307,2.42520552874594e+19,1.1680123730995357e+21,3.1195811738234444e+26,-1.6926200020591713e+30,1.1680123730995346e+21,1.6719021553421686e+25,-1.4093154647483375e+29,3.1195811738234444e+26,-1.4093154647483375e+29,-1.6926200020591713e+30,16,4,21,14,9,21,10,9,18,24,6,22,11,8,14,7,15,25,6,15,0,629526,6745932,93705498,1461633864,6578027,69377786,955550942,89109643,931376820,1359303689,629526,-4246732842300,28648125468817680474,-193257999350211160932568608,-4141032447175,27935078923582683722,-188447843483994436923642112,27239779975043120639,-183757411508074786662761744,-179183723516947860453418603,7.604004436976867e+26,1.0677481579392108e+29,2.82633678733748e+34,-2.7195852534377874e+38,1.0677481579392115e+29,1.4784867940889202e+33,-1.9846953116460802e+37,2.82633678733748e+34,-1.98469531164608e+37,-2.7195852534377874e+38,2129,333,3320,1970,1031,2994,1154,1141,2644,2939,462,3206,1460,683,2242,1023,2315,3756,839,2309,0,605264,6208029,82468045,1238864109,6477471,65420689,861405393,89581527,897503749,1391416191,605264,-3757490256627,23326569940816261387,-144811783409035717522270335,-3920573529873,24338993957821556347,-151096930682624084760633735,25395359385579016869,-157654867057756976901285101,-164497432176491267898640431,7.310945285091268e+26,5.760424362181031e+28,2.809156627237158e+34,-2.8449440718217973e+38,5.760424362181033e+28,1.4598171843665335e+33,-2.1919920325193e+37,2.809156627237157e+34,-2.1919920325193e+37,-2.8449440718217977e+38,2287,771,2476,1894,1453,2802,1606,1343,2324,3685,1194,2866,1576,1525,1622,909,1825,3144,817,1831,0,1,0
5875,76613,1303507,24924143,71966,925777,15643153,1162342,14794165,21161738,5875,-450024762,34471878842844,-2640544569523368414,-422728284,32380969416711,-2480380966478966899,30416885743530,-2329932213919888261,-2188609047214270290,2.1544594685547272e+30,5.286333794158292e+32,1.9642376109589116e+38,-3.1365615131867786e+42,5.2863337941582976e+32,1.0550477127895117e+37,-2.1810369808646983e+41,1.9642376109589116e+38,-2.1810369808646983e+41,-3.1365615131867786e+42,45,8,39,42,13,53,12,27,52,41,20,32,19,28,26,53,29,30,6,17,0,3034589,29870561,385744235,5622810821,32017943,310312010,3973585954,439922589,4234004026,6786531779,3034589,-90644845963868,2707611508449294179462,-80877848075439269737320370550,-97161265612484,2902260554921296519511,-86692122375669146074286917029,3110902839040138771752,-92924382396875518400451699017,-99604676955801699635341782404,3.6654607149508075e+27,4.236860136685691e+29,1.387570738865847e+35,-1.3752451322898945e+39,4.236860136685691e+29,7.382809129536638e+33,-1.0325483518475484e+38,1.3875707388658471e+35,-1.0325483518475484e+38,-1.3752451322898945e+39,13200,1997,12621,11191,4902,19908,3312,7443,12851,10482,4498,10334,6694,7652,8822,15879,8885,9260,1793,3804,0,3080223,30807659,400960897,5878913633,32914495,324155161,4182483005,455482885,4453412841,7066817917,3080223,-94894429020298,2923474261145592762998,-90065368892760754583362016116,-101383951617890,3123401195498239457466,-96224647711587938195524056108,3337000485243756693410,-102805139656337424125887945264,-109835650128204848176235158808,3.72058173274467e+27,3.0779771160126974e+29,1.4289238726256013e+35,-1.4432887718208174e+39,3.0779771160126974e+29,7.478928218774446e+33,-1.1070109564161235e+38,1.4289238726256013e+35,-1.1070109564161235e+38,-1.4432887718208177e+39,13485,2747,10506,13715,2807,11521,3804,8568,17985,13831,7362,8642,4573,8952,6596,15550,8312,8530,1765,6277,0,0,1
3034,29097,362571,5057469,28280,267025,3290687,335362,3141781,4446374,3034,-88251201,2566998922659,-74667354196512555,-85773240,2494921368145,-72570802219392163,2424867804162,-70533123027329133,-68552663297777706,4.592417626070486e+20,1.84342072251984e+22,7.958885443133425e+27,-5.070347773950467e+31,1.8434207225198403e+22,4.0379853986707445e+26,-4.102287143929312e+30,7.958885443133425e+27,-4.1022871439293114e+30,-5.070347773950467e+31,27,7,26,14,16,21,8,16,22,22,5,19,6,8,15,11,18,20,9,17,0,764009,7870443,108230039,1682441391,7766731,78687921,1072735735,104140663,1045455375,1582798999,764009,-6013081415544,47325552591633579782,-372472576591936227957588282,-5933844617848,46701924708094522752,-367564355305410665890522894,46086514620616929190,-362720811629722710430240374,-357941093281911372672148306,9.228416023945415e+26,1.933650341773368e+29,3.340856112425609e+34,-3.1346896764130477e+38,1.93365034177337e+29,1.8495977160104986e+33,-2.2103943884385913e+37,3.340856112425608e+34,-2.2103943884385913e+37,-3.1346896764130477e+38,4108,491,4075,1920,2109,3269,923,2438,3894,2838,644,3612,952,1287,2433,1974,2808,3088,1541,2874,0,752692,7129767,94106211,1435070289,8063518,74939515,978509737,111615448,1027800855,1733411974,752692,-5366511452997,38261925429216693621,-272798250851468759179351029,-6069337426938,43272904207517862655,-308525314516748168173106249,48940146569977327008,-348931378411246139239117313,-394629228498909323081306466,9.091718702129848e+26,6.919395307083221e+28,3.4984339718141616e+34,-3.544819451577906e+38,6.919395307083221e+28,1.817636919003162e+33,-2.7313353319008495e+37,3.4984339718141616e+34,-2.7313353319008495e+37,-3.544819451577906e+38,4208,1665,3933,2392,2819,3199,1541,2490,2882,3938,896,2240,896,1177,2187,1414,2736,3072,1231,2362,0,1,0
9343,147487,3064049,71839885,139193,2162651,44574445,2755159,42438899,61895441,9343,-1377823554,203189313157678,-29964574934973374724,-1300341006,191762866956582,-28279502920313296866,180978993712068,-26689191932532854240,-25188313017300657000,1.816322220445729e+39,8.962786946001603e+41,4.913751096604936e+47,-1.411304438557628e+52,8.962786946001603e+41,2.622444976701537e+46,-9.229896158988766e+50,4.913751096604937e+47,-9.229896158988766e+50,-1.411304438557628e+52,73,16,34,63,42,34,19,48,70,127,25,54,45,27,39,59,40,65,12,28,0,7688791,75656204,959193742,13694756012,80308248,778565234,9787003216,1097301898,10566456734,16897882752,7688791,-581704664753160,44009561060456438108766,-3329595896494882858544179701324,-617473254139920,46715676403937217058322,-3534330284341131367921788769456,49588188777422122532554,-3751653638197049762914020265530,-3982340044267013933971126783056,9.287241651494589e+27,1.3139069200063536e+30,3.476096238190455e+35,-3.410335111039728e+39,1.3139069200063536e+30,1.8753284565922602e+34,-2.532568737438885e+38,3.476096238190455e+35,-2.532568737438885e+38,-3.410335111039729e+39,34994,5444,17124,38196,13418,14501,8468,24536,39052,55316,10156,27944,21373,14102,20414,25318,14728,21353,4298,12925,0,7156620,75172780,1008353490,15089721982,73772986,763679425,10167915461,987256184,10146092933,14868517432,7156620,-537982945630820,40441667964711748504690,-3040112183947091068334463668618,-527965153294334,39688602770541562186865,-2983502187690220064441748289479,38949560420018279961312,-2927946327426497572209643875647,-2873424974066265195160202969792,8.644435691894766e+27,1.5106912788573986e+30,3.152527114664376e+35,-2.9299471628883676e+39,1.5106912788573992e+30,1.6553241190418338e+34,-2.0515726142912197e+38,3.152527114664376e+35,-2.0515726142912197e+38,-2.9299471628883676e+39,32239,9292,14190,19827,25264,16813,9031,19672,25418,61651,12869,21790,20072,10765,15505,29021,22112,38512,6754,12863,0,0,1
425,1630,7902,43300,1615,6243,30385,7303,27823,36463,425,-691120,1123876602,-1827613831480,-684760,1113532593,-1810790140525,1103286478,-1794125689457,-1777618930822,50641229.93164844,632983468.9662633,5075679833488.898,-300722430560991.1,632983468.9662634,278304474549.329,-125914092555622.31,5075679833488.898,-125914092555622.33,-300722430560991.1,4,0,2,3,2,4,0,5,4,3,1,3,0,2,0,4,3,3,1,0,0,5787,61659,795111,11708901,58296,610251,7772583,747120,7747071,10538304,5787,-356758974,21993600540696,-1355869096601949882,-337300656,20794027285491,-1281917380752921075,19659881365680,-1211999152867361697,-1145894416688239680,6.990080421902374e+24,1.6217160161016327e+27,2.423743047758595e+32,-1.9316149503867028e+36,1.6217160161016327e+27,1.1859445643425683e+31,-1.080526423327462e+35,2.423743047758595e+32,-1.080526423327462e+35,-1.9316149503867028e+36,37,0,48,52,86,116,0,114,74,89,1,56,0,34,0,107,82,74,20,0,0,5243,44789,557061,7800575,50619,418525,5108521,605367,4835597,8622663,5243,-234783938,10513732301622,-470809756774016372,-265344798,11882261401756,-532093108387529448,13428926652168,-601353476089252876,-679629199272287016,6.332986288583748e+24,2.11638921737869e+27,2.023049994445659e+32,-1.5596012348731668e+36,2.1163892173786904e+27,9.086940603947162e+30,-8.996445231343735e+34,2.023049994445659e+32,-8.996445231343737e+34,-1.5596012348731668e+36,143,0,42,83,4,64,0,111,106,46,44,79,0,56,0,73,53,61,25,0,0,1,0
3316,30898,377854,5219770,32310,301743,3686675,402128,3772783,5571888,3316,-102426870,3163831120710,-97726579411832802,-107107650,3308414157063,-102192556235250613,3459604637528,-106862628047582221,-111746122243078152,5.0192672538067704e+20,-2.0715328885927524e+22,9.351031580493916e+27,-6.701385904775127e+31,-2.0715328885927533e+22,4.912321096952783e+26,-5.954703355241697e+30,9.351031580493916e+27,-5.954703355241697e+30,-6.701385904775127e+31,24,12,14,24,12,15,8,10,11,44,11,9,15,19,13,32,19,15,5,11,0,831968,8830494,119477686,1795556520,8894696,92953906,1247989202,122865024,1274583362,1893256418,831968,-7346679601698,64874732165211772462,-572875244557676283204019692,-7400093547032,65346403122038087890,-577040327105359339523218422,65821503356917274880,-581235691835910818523479006,-585461558915582883094939934,1.0049288454206458e+27,8.181259691708148e+28,3.854873985949062e+34,-3.845162440850748e+38,8.181259691708162e+28,2.0013861463066774e+33,-2.9067577519234743e+37,3.854873985949062e+34,-2.9067577519234743e+37,-3.845162440850748e+38,3208,1498,2140,4456,1854,1883,1396,1966,2040,6733,1692,1968,2315,2802,2028,5547,2964,3213,821,1802,0,866290,8597794,113376418,1674173548,9042518,88227150,1153858024,121868096,1179410488,1847709596,866290,-7448174366466,64037794957006885986,-550583133689875371474342936,-7833433875702,67350173030288623246,-579062245138987893362783076,70833885055835185408,-609014448914389994015301608,-640515941248763724189063372,1.0463861705010906e+27,1.4973017589631305e+29,3.869952695055641e+34,-3.674903572498865e+38,1.4973017589631291e+29,1.9953135401519142e+33,-2.646128568452821e+37,3.869952695055641e+34,-2.6461285684528215e+37,-3.674903572498865e+38,4568,2390,2396,3320,2034,2977,1196,1274,1524,7523,1872,948,2545,3354,2184,4821,3192,1647,799,1762,0,0,1
137,387,1383,5649,338,934,3258,978,2614,3134,137,-52632,20220198,-7768320816,-45968,17659744,-6784524660,15423918,-5925472608,-5175327806,388674.98603001906,6512400.890765797,4552385063.96761,687021602449.1006,6512400.890765797,374331698.64330226,31636116956.204792,4552385063.96761,31636116956.204796,687021602449.1006,3,0,0,0,1,2,0,3,2,5,0,1,1,0,0,0,0,0,0,0,0,364,3525,36199,374811,1511,16794,182708,6361,98632,14429,364,-1279575,4498112449,-15812300882739,-548493,1928128344,-6777991006056,826496163,-2905401625886,-1245405114975,4.396732803823164e+23,7.370023918752724e+26,6.156703858736435e+30,3.553555976252797e+34,7.370023918752724e+26,1.2417708344671094e+30,1.111573092568808e+34,6.156703858736435e+30,1.1115730925688084e+34,3.553555976252797e+34,25,0,0,0,2,14,0,23,32,53,0,15,7,0,0,0,0,0,0,0,0,318,1701,12763,115335,3173,17726,138844,31911,179708,312875,318,-539217,914327479,-1550392671069,-1005841,1705555994,-2892040494502,3181497475,-5394713967234,-10063148143789,3.841101735208149e+23,9.807159840728666e+25,1.090690056999541e+31,-2.8467283973371018e+34,9.80715984072867e+25,4.305780015550001e+28,3.193534546187862e+33,1.090690056999541e+31,3.1935345461878613e+33,-2.8467283973371018e+34,32,0,0,0,17,24,0,34,6,42,0,4,12,0,0,0,0,0,0,0,0,1,0
10752,178472,3880372,94944362,177903,2911207,62779339,3829925,62416637,92680719,10752,-1918752472,342411742808372,-61105225211860516342,-1912635153,341320073233207,-60910410708230058033,340231885976675,-60716217644259502757,-60522644036546533029,6.688762586486555e+40,-9.26103018558572e+41,2.3351643151875205e+49,-8.214471169567758e+53,-9.26103018558572e+41,1.1816394591382345e+48,-6.140991785250071e+52,2.3351643151875205e+49,-6.140991785250071e+52,-8.214471169567758e+53,78,9,51,61,46,58,33,56,43,116,20,55,38,35,61,68,52,74,28,42,0,9286396,97909016,1320007860,19948200896,96123000,998278248,13347593538,1300364760,13395929000,19815868920,9286396,-909221796637320,89021001848338015996724,-8715957755732212866179245478112,-892636146585000,87397117346861763670248,-8556964839216051264116233738398,85802855078560126364760,-8400872206089424540836913755160,-8247626950575622003596660571080,1.1216978550135228e+28,1.8437625155994143e+30,4.1389544487003275e+35,-3.9527194090711616e+39,1.8437625155994165e+30,2.223968192550421e+34,-2.8490110719774944e+38,4.138954448700327e+35,-2.849011071977495e+38,-3.9527194090711616e+39,35068,4702,27896,31331,22977,24204,16405,33654,26699,62490,10492,34121,13740,18976,29983,33850,24588,35186,16144,22294,0,9484627,99283751,1353586085,20634799115,100187079,1031934137,13951706553,1372129097,14017446323,21129361251,9484627,-941669246112126,93492445098092176820710,-9282279660834356692485274480014,-950236974347454,94343081205158037500762,-9366733995375520369432594558232,95201456780219920923722,-9451956733249057368938444490554,-9537954865732377680983583608074,1.1456420511793103e+28,1.2904194864801266e+30,4.3283377621688624e+35,-4.274999106599433e+39,1.290419486480129e+30,2.2688361515303587e+34,-3.2068554651525e+38,4.3283377621688624e+35,-3.2068554651525003e+38,-4.274999106599433e+39,44882,4523,24379,31194,24173,35246,17420,23746,17376,56410,10008,22254,25210,16899,32542,35850,28712,40664,12556,20756,0,0,1
106,268,792,2566,236,591,1743,604,1483,1694,106,-28140,7470488,-1983263898,-24780,6578383,-1746399737,5792988,-1537871725,-1354284306,60145.3263053752,461746.13221866207,200727247.8776873,23701035915.935497,461746.13221866207,17100912.918482274,514401127.792534,200727247.8776873,514401127.792534,23701035915.935497,0,0,0,0,4,2,0,3,1,1,0,0,0,0,1,1,0,0,0,0,0,4,443,8597,136007,-756,-2543,14533,-14536,-80047,-221844,4,-1329,401095,-98227713,2268,-672359,157131207,1128536,-250676063,398891724,4.831574509695765e+21,2.3567228077990706e+26,-3.2012129620998374e+30,5.275766038775543e+34,2.356722807799071e+26,1.8819214161662777e+29,5.826970495039921e+33,-3.2012129620998363e+30,5.826970495039921e+33,5.275766038775543e+34,0,0,0,0,31,7,0,13,10,12,0,0,0,0,11,7,0,0,0,0,0,155,1011,6805,49773,1682,10891,73439,20192,130223,258200,155,-155694,156391318,-157091968104,-259028,260187697,-261352937517,432876164,-434814064541,-723406788968,1.8722351225071164e+23,7.916126166679178e+24,6.442830329296428e+30,-4.298866267540662e+34,7.916126166679191e+24,1.3965329545971271e+29,-1.8857883290285505e+33,6.442830329296428e+30,-1.88578832902855e+33,-4.298866267540662e+34,0,0,0,0,25,21,0,29,4,2,0,0,0,0,3,7,0,0,0,0,0,1,0
401,1555,7617,42445,1500,5662,27206,6858,24968,34860,401,-622000,964799592,-1496526983110,-600000,930673162,-1443589932114,897756858,-1392530125222,-1343280826140,47781489.888449475,722345841.0556186,4823271329926.839,-359684085540267.25,722345841.0556186,300102847206.5311,-125514861386317.53,4823271329926.84,-125514861386317.53,-359684085540267.4,2,0,3,8,1,1,0,2,9,2,2,1,3,3,0,4,3,0,0,0,0,5073,49477,608999,8393533,43898,417017,5072009,513710,4791961,6691910,5073,-250947344,12413674374558,-614070308898205346,-222650656,11013914982583,-544828057812799251,9771991976394,-483393539742471801,-428886355918468270,6.127644371921677e+24,3.544016547549937e+27,1.8064842276988042e+32,-1.0412439442955776e+36,3.544016547549937e+27,1.1663981265184162e+31,-1.5182925321040493e+34,1.8064842276988042e+32,-1.5182925321040475e+34,-1.0412439442955779e+36,49,0,23,217,13,42,0,45,184,47,8,27,63,101,0,93,78,0,0,0,0,4871,41336,443954,5393780,49004,405874,4290942,640354,5271852,9179924,4871,-201306320,8319489822578,-343823838631114460,-238649480,9862789681810,-407604581401173114,11692378366258,-483216927980894452,-572855694396389876,5.883649859182041e+24,1.384040771305595e+27,2.071239723803465e+32,-1.7139281874211086e+36,1.3840407713055962e+27,1.0910026353109597e+31,-1.0019374736901681e+35,2.071239723803465e+32,-1.0019374736901681e+35,-1.7139281874211086e+36,41,0,112,143,32,3,0,45,221,43,82,18,72,34,0,87,57,0,0,0,0,0,1
279,962,4184,20630,878,2925,12673,3472,11289,15602,279,-267436,256352172,-245728541722,-244084,233967097,-224270282211,213538340,-204687417683,-186815907598,4749211.143169722,73990775.8840177,196927179326.45358,2951964148041.033,73990775.8840177,15424409966.805773,-3072803399363.792,196927179326.4536,-3072803399363.792,2951964148041.033,4,0,2,1,1,3,0,5,3,1,2,5,1,0,1,0,0,2,1,0,1,2160,18353,208931,2914013,24956,207781,2354203,333006,2751387,4589222,2160,-39624127,726884979153,-13334345799629305,-53880004,988401903725,-18131743169607247,1344006910894,-24655138919720059,-33525510439562098,2.609050235235722e+24,-3.363801332966553e+26,1.0231540952039623e+32,-8.550508139553556e+35,-3.363801332966554e+26,3.252097170659459e+30,-5.2606293604628345e+34,1.0231540952039623e+32,-5.2606293604628345e+34,-8.550508139553556e+35,57,0,41,32,23,40,0,84,55,26,23,102,6,0,5,0,0,38,8,0,21,2167,21682,285554,4179148,9487,100784,1427198,29649,448374,-207563,2167,-46963212,1017786539014,-22057467211459488,-20548842,445334395894,-9651285339336608,194856890534,-4222937563675172,-1847754023199444,2.6175054906276916e+24,4.2428006186763155e+27,3.4066392216288407e+31,2.9916136819637822e+35,4.242800618676315e+27,6.02364073417159e+30,7.480305410186688e+34,3.4066392216288407e+31,7.480305410186689e+34,2.9916136819637844e+35,79,0,27,2,11,62,0,86,47,8,45,68,28,0,29,0,0,30,26,0,13,1,0
3601,37991,521037,8010677,35900,378617,5221851,458278,4798455,6530486,3601,-136767600,5194495096556,-197289269773448382,-129240000,4908593341717,-186430587681907543,4638427648278,-176169568784921643,-166473317192010114,2.071249977311253e+23,2.6105873344559377e+25,5.920530848572585e+30,-4.735675823493196e+34,2.610587334455941e+25,2.9905640519152447e+29,-3.354025281003389e+33,5.920530848572585e+30,-3.354025281003389e+33,-4.735675823493196e+34,23,8,22,29,11,21,11,24,32,36,12,9,24,15,20,27,13,15,3,12,0,1024392,10472444,134955060,1935187724,10178226,102705508,1313803626,133073840,1334919820,1976511414,1024392,-10727877381604,112346985445766142100,-1176546365117676507319733572,-10426483110366,109190653899454655668,-1143491892020619635998657342,106122997886336657480,-1111366067572581620594285172,-1080142801860969247857807570,1.2373565687840705e+27,3.2863213828591865e+29,4.323677626459572e+34,-3.803317626531837e+38,3.286321382859187e+29,2.3818095149685365e+33,-2.475042076603795e+37,4.323677626459572e+34,-2.475042076603795e+37,-3.803317626531838e+38,3621,1399,3324,6257,1554,4050,1894,3605,5182,5289,2516,1409,6430,4071,3486,5600,3303,2172,769,1597,0,1006177,9475770,118349570,1703497626,10394365,96279057,1191412887,137816367,1265146123,2040975451,1006177,-9534292355520,90344671683567007070,-856084478769791221101001074,-10458560598240,99102816265468887807,-939074559973694715810136943,108709988190038980742,-1030109821004579154504244577,-1129970173359273833571910164,1.2153547863605439e+27,2.0581528176946295e+29,4.404194360439446e+34,-3.9604154702817166e+38,2.0581528176946295e+29,2.221100576649098e+33,-2.666443146674449e+37,4.404194360439446e+34,-2.666443146674449e+37,-3.960415470281716e+38,4843,1545,4772,4415,2494,3678,2154,5227,6594,7959,1900,1903,2402,1449,3874,4336,1481,3348,335,2819,0,0,1
5328,62265,956885,16635387,59956,695435,10694321,869648,9978607,14151706,5328,-331685655,20648531335235,-1285439525672201313,-319385612,19882812666275,-1237770986098605789,19145489900784,-1191870186691993833,-1147671571610089958,3.25644256693888e+27,7.022651439458344e+29,1.8868095541012604e+35,-2.23020442644029e+39,7.022651439458338e+29,9.504993044487704e+33,-1.4768606139224613e+38,1.88680955410126e+35,-1.4768606139224613e+38,-2.23020442644029e+39,36,4,31,19,11,46,8,26,25,35,7,30,28,23,19,43,29,33,18,21,0,2034404,22138175,308184381,4743689645,21385147,229120035,3165610017,291464649,3097794701,4457767555,2034404,-45037969634525,997057963315316345631,-22073032827138866810679453755,-43506007212241,963143127787955833485,-21322220632194073485629578115,930381902292613237467,-20596947245466489456284374739,-19896343966727716773094700377,2.4573436272057873e+27,3.075601615417228e+29,9.216547576813297e+34,-8.955283822874262e+38,3.07560161541723e+29,4.827284389551715e+33,-6.593103883697072e+37,9.216547576813297e+34,-6.593103883697073e+37,-8.955283822874262e+38,10013,509,7077,4585,3223,10398,2118,6102,5686,8512,799,8385,7245,5581,5229,11088,7307,7897,4748,4776,0,1882500,20294869,279942993,4307034841,20368037,216227163,2959890585,275703681,2902724845,4153959251,1882500,-38205070597631,775366491033245071171,-15735953003435444353724655683,-38342809284463,778161878153733845357,-15792684988712217830612171079,780967343333230379443,-15849621506767669017193747523,-15906763294992845711700965881,2.2738597536255773e+27,1.1385245114934983e+29,8.641566522971696e+34,-8.28404457469555e+38,1.1385245114934954e+29,3.9798661382134075e+33,-6.087780344719892e+37,8.641566522971696e+34,-6.087780344719892e+37,-8.284044574695549e+38,7735,1463,8206,4782,2200,12280,1826,6716,6639,8743,2652,6405,6559,5758,4138,10111,6990,8372,4126,5577,0,1,0
14945,294128,7649304,224409032,289526,5667196,146810672,7392356,144523698,212311976,14945,-4395448832,1292738070427416,-380205022288322792888,-4326676544,1272511566497500,-374256238647218826336,1252601535165824,-368400532247496393438,-362636446745604950384,7.207186735703059e+51,2.8834926671881256e+54,6.598066807596985e+60,-3.7332184865547414e+65,2.8834926671881256e+54,3.368472449791243e+59,-2.5219577721946604e+64,6.598066807596985e+60,-2.5219577721946604e+64,-3.7332184865547414e+65,92,34,78,109,63,83,43,87,80,166,33,47,60,64,90,108,67,90,35,41,0,19953994,203079611,2672432537,39505047017,209838501,2103460916,27451679148,2874546651,28603378070,44246954025,19953994,-4052249136336723,822929137041021940375969,-167120120655584582737535601451125,-4187115980084493,850317841833523533130028,-172682207891893942291152274100852,878618096741882237084643,-178429412361861357802205408713024,-184367895132140649227638949840919,2.410230219425565e+28,2.9909798761952113e+30,9.0811885359501e+35,-8.941479962654489e+39,2.990979876195212e+30,4.834293407906424e+34,-6.668258548599512e+38,9.081188535950098e+35,-6.66825854859951e+38,-8.941479962654491e+39,69535,21327,60172,83002,48027,49370,31813,63753,55880,123834,24671,38737,48344,49664,68062,81412,46621,60319,26910,29732,0,19986547,202978604,2676891062,39815991728,210512034,2105356161,27527343603,2887695376,28659323691,44504599116,19986547,-4056841205861784,823451923415190528371782,-167143113513149217054514442542632,-4207408451094564,854013851131540191544281,-173346530626183004718167560227729,885710066593392622861396,-179780183870813685988961663200217,-186452618323944342689080472094612,2.4141622755509202e+28,2.898302679622145e+30,9.115872692715934e+35,-9.006819183580897e+39,2.8983026796221494e+30,4.850484811116708e+34,-6.742194105974126e+38,9.115872692715934e+35,-6.742194105974126e+38,-9.006819183580897e+39,65797,28687,54566,77337,44646,72723,31440,64224,61800,120352,23872,30400,39916,44480,64328,77456,51936,72071,24575,30579,0,0,1
